,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
5181,Great,Warlords IV: Heroes of Etheria,/games/warlords-iv-heroes-of-etheria/pc-12055,PC,8.5,Strategy,Y,2003,10,27
5182,Amazing,Tony Hawk's Underground,/games/tony-hawks-underground/gba-606385,Game Boy Advance,9.5,Sports,Y,2003,10,27
5183,Okay,SWAT: Global Strike Team,/games/swat-global-strike-team/ps2-17184,PlayStation 2,6.6,Shooter,N,2003,10,27
5184,Amazing,Call of Duty,/games/call-of-duty/pc-550042,PC,9.3,Shooter,Y,2003,10,27
5185,Great,kill.switch,/games/killswitch/xbox-566615,Xbox,8.0,Shooter,N,2003,10,27
5186,Good,No Man's Land: Fight for Your Rights!,/games/no-mans-land-fight-for-your-rights/pc-478837,PC,7.6,Strategy,N,2003,10,24
5187,Great,Star Wars Rogue Squadron III: Rebel Strike,/games/star-wars-rogue-squadron-iii-rebel-strike/gcn-546759,GameCube,8.3,Shooter,N,2003,10,20
5188,Awful,Virtua Tennis,/games/virtua-tennis/nng-573374,N-Gage,3.5,Sports,N,2003,10,17
5189,Amazing,SSX 3,/games/ssx-3/xbox-552424,Xbox,9.4,Sports,Y,2003,10,17
5190,Okay,Batman: Rise of Sin Tzu,/games/batman-rise-of-sin-tzu/ps2-493300,PlayStation 2,6.5,Action,N,2003,10,17
5191,Amazing,SSX 3,/games/ssx-3/ps2-552080,PlayStation 2,9.5,Sports,Y,2003,10,17
5192,Great,Mega Man Zero 2,/games/mega-man-zero-2/gba-546794,Game Boy Advance,8.0,Action,N,2003,10,17
5193,Amazing,SSX 3,/games/ssx-3/gcn-552060,GameCube,9.3,Sports,Y,2003,10,17
5194,Amazing,WWE SmackDown! Here Comes the Pain,/games/wwe-smackdown-here-comes-the-pain/ps2-546855,PlayStation 2,9.1,Wrestling,Y,2003,10,24
5195,Good,Dragon Flight,/games/dragon-flight/cell-610677,Wireless,7.5,Shooter,N,2003,10,24
5196,Great,Top Gear Rally,/games/boss-rally/gba-566825,Game Boy Advance,8.0,Racing,N,2003,10,24
5197,Good,Grabbed by the Ghoulies,/games/grabbed-by-the-ghoulies/xbox-566148,Xbox,7.0,Action,N,2003,10,23
5198,Great,Empires: Dawn of the Modern World,/games/empires-dawn-of-the-modern-world-139509/pc-499712,PC,8.8,Strategy,Y,2003,10,23
5199,Okay,Teenage Mutant Ninja Turtles [2003],/games/teenage-mutant-ninja-turtles-2003/gba-489431,Game Boy Advance,6.9,"Fighting, Action",N,2003,10,22
5200,Amazing,Grand Theft Auto Double Pack: Grand Theft Auto III & Grand Theft Auto: Vice City,/games/grand-theft-auto-double-pack/ps2-573996,PlayStation 2,9.7,"Action, Adventure",Y,2003,10,22
5201,Okay,Batman: Rise of Sin Tzu,/games/batman-rise-of-sin-tzu/xbox-552398,Xbox,6.5,Action,N,2003,10,22
5202,Good,Sea World Adventure Park Tycoon,/games/sea-world-adventure-park-tycoon/pc-610219,PC,7.5,Simulation,N,2003,10,22
5203,Amazing,Max Payne 2: The Fall of Max Payne,/games/action-replay-ultimate-codes-max-payne-2/pc-482121,PC,9.4,Shooter,Y,2003,10,16
5204,Mediocre,Auto Modellista,/games/auto-modellista/gcn-567517,GameCube,5.5,Racing,N,2003,10,16
5205,Mediocre,Starsky & Hutch,/games/starsky-hutch/pc-482056,PC,5.5,"Racing, Action",N,2003,10,16
5206,Great,Tony Hawk's Pro Skater,/games/tony-hawks-pro-skater/nng-567020,N-Gage,8.8,Sports,Y,2003,10,16
5207,Bad,"Crouching Tiger, Hidden Dragon",/games/crouching-tiger-hidden-dragon/ps2-16516,PlayStation 2,4.8,"Fighting, Action",N,2003,10,16
5208,Amazing,Patrician III,/games/patrician-iii/pc-606086,PC,9.2,Simulation,Y,2003,10,15
5209,Great,Commandos 3: Destination Berlin,/games/commandos-3-destination-berlin/pc-483395,PC,8.9,Strategy,Y,2003,10,15
5210,Okay,"Crouching Tiger, Hidden Dragon",/games/crouching-tiger-hidden-dragon/gba-499615,Game Boy Advance,6.0,Action,N,2003,10,15
5211,Good,Tak and the Power of Juju,/games/tak-and-the-power-of-juju/ps2-499057,PlayStation 2,7.9,"Action, Adventure",N,2003,10,14
5212,Great,Massive Assault,/games/massive-assault/pc-494733,PC,8.4,Strategy,N,2003,10,21
5213,Mediocre,Big Mutha Truckers,/games/big-mutha-truckers/pc-495891,PC,5.3,Racing,N,2003,10,21
5214,Mediocre,Teenage Mutant Ninja Turtles [2003],/games/teenage-mutant-ninja-turtles-2003/gcn-498318,GameCube,5.3,"Fighting, Action",N,2003,10,21
5215,Great,Time Crisis 3,/games/time-crisis-3/ps2-566207,PlayStation 2,8.4,Shooter,N,2003,10,21
5216,Amazing,ESPN NBA Basketball,/games/espn-nba-basketball/ps2-552387,PlayStation 2,9.2,Sports,Y,2003,10,21
5217,Mediocre,Teenage Mutant Ninja Turtles [2003],/games/teenage-mutant-ninja-turtles-2003/xbox-566898,Xbox,5.3,"Fighting, Action",N,2003,10,21
5218,Good,BloodRayne,/games/bloodrayne/pc-17279,PC,7.3,Action,N,2003,10,14
5219,Okay,Scooby-Doo! Night of 100 Frights,/games/scooby-doo-night-of-100-frights/xbox-564181,Xbox,6.7,Platformer,N,2003,10,14
5220,Great,NBA Live 2004,/games/nba-live-2004/xbox-566352,Xbox,8.7,Sports,N,2003,10,14
5221,Bad,Virtual-On Marz,/games/virtual-on-marz/ps2-489830,PlayStation 2,4.8,Action,N,2003,10,21
5222,Good,Robin Hood: Defender of the Crown,/games/robin-hood-defender-of-the-crown/pc-15720,PC,7.1,Strategy,N,2003,10,21
5223,Mediocre,Teenage Mutant Ninja Turtles [2003],/games/teenage-mutant-ninja-turtles-2003/ps2-489435,PlayStation 2,5.3,"Fighting, Action",N,2003,10,21
5224,Amazing,ESPN NBA Basketball,/games/espn-nba-basketball/xbox-552377,Xbox,9.2,Sports,Y,2003,10,21
5225,Good,Rogue Ops,/games/rogue-ops/gcn-552481,GameCube,7.5,"Action, Adventure",N,2003,10,29
5226,Good,Rogue Ops,/games/rogue-ops/xbox-552474,Xbox,7.5,"Action, Adventure",N,2003,10,29
5227,Great,Gladius,/games/gladius/xbox-481748,Xbox,8.3,"Strategy, RPG",N,2003,10,29
5228,Good,Hidden & Dangerous 2,/games/hidden-dangerous-2/pc-16362,PC,7.9,Action,N,2003,10,29
5229,Okay,NBA ShootOut 2004,/games/nba-shootout-2004/ps2-552488,PlayStation 2,6.9,Sports,N,2003,10,29
5230,Great,Gladius,/games/gladius/ps2-481736,PlayStation 2,8.0,"Strategy, RPG",N,2003,10,29
5231,Mediocre,Tak and the Power of Juju,/games/tak-and-the-power-of-juju/gba-566941,Game Boy Advance,5.0,Platformer,N,2003,10,29
5232,Great,The Sims: Makin' Magic,/games/the-sims-makin-magic/pc-569957,PC,8.2,Simulation,N,2003,10,29
5233,Good,Rogue Ops,/games/rogue-ops/ps2-552477,PlayStation 2,7.5,"Action, Adventure",N,2003,10,29
5234,Amazing,Tom Clancy's Rainbow Six 3,/games/tom-clancys-rainbow-six-3/xbox-478414,Xbox,9.3,Shooter,Y,2003,10,28
5235,Great,Gladius,/games/gladius/gcn-481747,GameCube,8.1,"Strategy, RPG",N,2003,10,28
5236,Amazing,Tony Hawk's Underground,/games/tony-hawks-underground/xbox-545799,Xbox,9.2,Sports,Y,2003,10,28
5237,Good,SpongeBob SquarePants: The Battle For Bikini Bottom,/games/spongebob-squarepants-fairly-oddparents-double-pak/ps2-566188,PlayStation 2,7.3,Platformer,N,2003,10,28
5238,Amazing,Amped 2,/games/amped-2/xbox-482227,Xbox,9.0,Sports,Y,2003,10,28
5239,Amazing,Top Spin,/games/top-spin/xbox-492737,Xbox,9.3,Sports,Y,2003,10,28
5240,Amazing,Tony Hawk's Underground,/games/tony-hawks-underground/gcn-545801,GameCube,9.2,Sports,Y,2003,10,28
5241,Amazing,Tony Hawk's Underground,/games/tony-hawks-underground/ps2-545800,PlayStation 2,9.5,Sports,Y,2003,10,28
5242,Disaster,Looney Tunes: Back in Action: Zany Race,/games/looney-tunes-back-in-action-zany-race/cell-611813,Wireless,0.5,Racing,N,2003,10,28
5243,Great,NFL Blitz: Pro,/games/nfl-blitz-pro/ps2-545756,PlayStation 2,8.0,"Sports, Action",N,2003,10,28
5244,Good,Harry Potter: Quidditch World Cup,/games/harry-potter-quidditch-world-cup/xbox-552475,Xbox,7.2,"Sports, Action",N,2003,10,27
5245,Okay,Backyard Basketball,/games/backyard-basketball/ps2-552486,PlayStation 2,6.5,Sports,N,2003,10,27
5246,Great,kill.switch,/games/killswitch/ps2-566213,PlayStation 2,8.0,Shooter,N,2003,10,27
5247,Good,Harry Potter: Quidditch World Cup,/games/harry-potter-quidditch-world-cup/gcn-552457,GameCube,7.2,"Sports, Action",N,2003,10,27
5248,Good,Harry Potter: Quidditch World Cup,/games/harry-potter-quidditch-world-cup/ps2-552460,PlayStation 2,7.2,"Sports, Action",N,2003,10,27
5249,Okay,SWAT: Global Strike Team,/games/swat-global-strike-team/xbox-16982,Xbox,6.6,Action,N,2003,10,27
5250,Great,The Lord of the Rings: The Return of the King,/games/the-lord-of-the-rings-the-return-of-the-king/pc-546201,PC,8.7,Action,Y,2003,11,3
5251,Good,Conflict: Desert Storm II: Back to Baghdad,/games/conflict-desert-storm-ii-back-to-baghdad/pc-566926,PC,7.9,Action,N,2003,11,3
5252,Bad,Ford Racing 2,/games/ford-racing-2/xbox-613240,Xbox,4.9,Racing,N,2003,11,3
5253,Great,Gladiator: Sword of Vengeance,/games/gladiator-sword-of-vengeance/xbox-498518,Xbox,8.0,Action,N,2003,11,3
5254,Great,Gladiator: Sword of Vengeance,/games/gladiator-sword-of-vengeance/ps2-498429,PlayStation 2,8.0,Action,N,2003,11,3
5255,Mediocre,Frogger's Journey: Forgotten Relic,/games/froggers-journey-forgotten-relic/gba-566907,Game Boy Advance,5.0,Action,N,2003,11,3
5256,Okay,Harry Potter: Quidditch World Cup,/games/harry-potter-quidditch-world-cup/gba-552459,Game Boy Advance,6.0,"Sports, Action",N,2003,11,3
5257,Great,The Lord of the Rings: The Return of the King,/games/the-lord-of-the-rings-the-return-of-the-king/ps2-552287,PlayStation 2,8.9,Action,Y,2003,11,3
5258,Bad,Ford Racing 2,/games/ford-racing-2/ps2-610098,PlayStation 2,4.9,Racing,N,2003,11,3
5259,Great,The Lord of the Rings: The Return of the King,/games/the-lord-of-the-rings-the-return-of-the-king/gcn-546184,GameCube,8.7,Action,Y,2003,11,3
5260,Painful,Beyblade VForce: Super Tournament Battle,/games/beyblade-vforce-super-tournament-battle/gcn-567011,GameCube,2.5,Battle,N,2003,11,3
5261,Great,The Lord of the Rings: The Return of the King,/games/the-lord-of-the-rings-the-return-of-the-king/xbox-552288,Xbox,8.7,Action,Y,2003,11,3
5262,Great,Sid Meier's Civilization III: Conquests,/games/sid-meiers-civilization-iii-conquests/pc-566973,PC,8.5,Strategy,Y,2003,10,31
5263,Amazing,True Crime: Streets of L.A.,/games/true-crime-streets-of-la/gcn-481895,GameCube,9.0,"Action, Adventure",Y,2003,10,31
5264,Okay,Super Trucks Racing,/games/super-trucks-racing/ps2-17461,PlayStation 2,6.4,Racing,N,2003,10,31
5265,Amazing,True Crime: Streets of L.A.,/games/true-crime-streets-of-la/xbox-481891,Xbox,9.0,"Action, Adventure",Y,2003,10,31
5266,Amazing,True Crime: Streets of L.A.,/games/true-crime-streets-of-la/ps2-481884,PlayStation 2,9.0,"Action, Adventure",Y,2003,10,31
5267,Good,Digimon: BattleSpirit 2,/games/digimon-battlespirit-2/gba-566939,Game Boy Advance,7.0,Fighting,N,2003,10,30
5268,Bad,Hot Wheels: World Race,/games/hot-wheels-stunt-track-challenge-world-race/ps2-566155,PlayStation 2,4.0,"Racing, Action",N,2003,10,30
5269,Good,SpongeBob SquarePants: The Battle For Bikini Bottom,/games/spongebob-squarepants-fairly-oddparents-double-pak/gcn-571807,GameCube,7.3,Platformer,N,2003,10,30
5270,Mediocre,MTV's Celebrity Deathmatch,/games/mtvs-celebrity-deathmatch/pc-498556,PC,5.0,Fighting,N,2003,10,30
5271,Bad,MTV's Celebrity Deathmatch,/games/mtvs-celebrity-deathmatch/ps2-482162,PlayStation 2,4.0,Fighting,N,2003,10,30
5272,Mediocre,MTV's Celebrity Deathmatch,/games/mtvs-celebrity-deathmatch/xbox-498069,Xbox,5.0,Fighting,N,2003,10,30
5273,Bad,Hot Wheels: World Race,/games/hot-wheels-stunt-track-challenge-world-race/gcn-571800,GameCube,4.0,Racing,N,2003,10,30
5274,Good,SpongeBob SquarePants: The Battle For Bikini Bottom,/games/spongebob-squarepants-fairly-oddparents-double-pak/xbox-571811,Xbox,7.3,Platformer,N,2003,10,30
5275,Great,Need for Speed Underground,/games/need-for-speed-underground/gcn-552526,GameCube,8.8,Racing,Y,2003,11,14
5276,Great,ESPN College Hoops,/games/espn-college-hoops/ps2-552389,PlayStation 2,8.7,Sports,Y,2003,11,14
5277,Great,FIFA Soccer 2004,/games/fifa-2004/gba-569979,Game Boy Advance,8.5,Sports,Y,2003,11,14
5278,Great,Sphinx and the Cursed Mummy,/games/sphinx-and-the-cursed-mummy/ps2-499497,PlayStation 2,8.5,"Action, Adventure",N,2003,11,14
5279,Amazing,Need for Speed Underground,/games/need-for-speed-underground/pc-552544,PC,9.0,Racing,Y,2003,11,14
5280,Mediocre,Magical Quest 2 Starring Mickey and Minnie,/games/magical-quest-2-starring-mickey-and-minnie/gba-566704,Game Boy Advance,5.0,Platformer,N,2003,11,13
5281,Good,Dead to Rights,/games/dead-to-rights/pc-569190,PC,7.5,Action,N,2003,11,13
5282,Great,FIFA Soccer 2004,/games/fifa-2004/pc-566502,PC,8.5,Sports,Y,2003,11,13
5283,Painful,Risk: Global Domination,/games/risk-global-domination/ps2-490232,PlayStation 2,2.8,Board,N,2003,11,13
5284,Mediocre,Batman: Rise of Sin Tzu,/games/batman-rise-of-sin-tzu/gba-552390,Game Boy Advance,5.5,Action,N,2003,11,13
5285,Great,Sphinx and the Cursed Mummy,/games/sphinx-and-the-cursed-mummy/gcn-499526,GameCube,8.5,"Action, Adventure",N,2003,11,13
5286,Good,Prince of Persia: The Sands of Time,/games/prince-of-persia-the-sands-of-time-game/gba-535905,Game Boy Advance,7.0,Action,N,2003,11,12
5287,Good,The Hobbit,/games/the-hobbit/xbox-499714,Xbox,7.5,"Action, Adventure",N,2003,11,12
5288,Good,Crash Nitro Kart,/games/crash-bandicoot-action-pack/ps2-499472,PlayStation 2,7.4,"Racing, Action",N,2003,11,12
5289,Good,Crash Nitro Kart,/games/crash-bandicoot-action-pack/xbox-552241,Xbox,7.4,"Racing, Action",N,2003,11,12
5290,Good,Yao Ming Basketball '04,/games/yao-ming-basketball-04-142841/cell-614028,Wireless,7.5,Sports,N,2003,11,12
5291,Good,The Hobbit,/games/the-hobbit/ps2-499360,PlayStation 2,7.5,"Action, Adventure",N,2003,11,12
5292,Great,Legacy of Kain: Defiance,/games/legacy-of-kain-defiance/ps2-536027,PlayStation 2,8.0,"Action, Adventure",N,2003,11,12
5293,Great,Legacy of Kain: Defiance,/games/legacy-of-kain-defiance/xbox-566683,Xbox,8.0,"Action, Adventure",N,2003,11,12
5294,Great,The Simpsons: Hit & Run,/games/the-simpsons-hit-run/pc-552252,PC,8.1,"Action, Adventure",N,2003,11,12
5295,Good,The Hobbit,/games/the-hobbit/pc-536087,PC,7.5,"Action, Adventure",N,2003,11,12
5296,Good,The Hobbit,/games/the-hobbit/gcn-477444,GameCube,7.5,"Action, Adventure",N,2003,11,11
5297,Great,Goblin Commander: Unleash The Horde,/games/goblin-commander-unleash-the-horde/ps2-536082,PlayStation 2,8.0,Strategy,N,2003,11,11
5298,Awful,Fugitive Hunter: War on Terror,/games/americas-10-most-wanted-war-on-terror/ps2-481987,PlayStation 2,3.3,Shooter,N,2003,11,11
5299,Good,Mario Kart: Double Dash!!,/games/action-replay-ultimate-codes-mario-kart-double-dash/gcn-16574,GameCube,7.9,"Racing, Action",N,2003,11,11
5300,Great,FIFA Soccer 2004,/games/fifa-2004/ps2-566339,PlayStation 2,8.5,Sports,Y,2003,11,7
5301,Amazing,Prince of Persia: The Sands of Time,/games/prince-of-persia-the-sands-of-time-game/ps2-535909,PlayStation 2,9.6,"Action, Adventure",Y,2003,11,7
5302,Good,Mario Party 5,/games/mario-party-5/gcn-566725,GameCube,7.9,Party,N,2003,11,7
5303,Okay,Backyard Hockey,/games/backyard-hockey-805573/gba-572342,Game Boy Advance,6.0,Sports,N,2003,11,7
5304,Great,Metal Arms: Glitch in the System,/games/metal-arms-glitch-in-the-system/xbox-552237,Xbox,8.3,Shooter,N,2003,11,7
5305,Great,FIFA Soccer 2004,/games/fifa-2004/gcn-536024,GameCube,8.3,Sports,N,2003,11,7
5306,Amazing,Final Fantasy X-2,/games/final-fantasy-x-2/ps2-492220,PlayStation 2,9.5,RPG,Y,2003,11,7
5307,Great,Metal Arms: Glitch in the System,/games/metal-arms-glitch-in-the-system/ps2-566687,PlayStation 2,8.3,Shooter,N,2003,11,7
5308,Mediocre,Frogger's Adventures: The Rescue,/games/froggers-adventures-the-rescue/gcn-567563,GameCube,5.5,Action,N,2003,11,6
5309,Great,Railroad Tycoon 3,/games/railroad-tycoon-3/pc-16967,PC,8.8,Simulation,Y,2003,11,6
5310,Great,Tiger Woods PGA Tour 2004,/games/tiger-woods-pga-tour-2004/gba-573033,Game Boy Advance,8.0,Sports,N,2003,11,6
5311,Mediocre,Frogger's Adventures: The Rescue,/games/froggers-adventures-the-rescue/ps2-566819,PlayStation 2,5.5,Action,N,2003,11,6
5312,Great,Metal Arms: Glitch in the System,/games/metal-arms-glitch-in-the-system/gcn-552255,GameCube,8.3,Shooter,N,2003,11,6
5313,Good,School of Rock Audition,/games/school-of-rock-audition/cell-613342,Wireless,7.0,Music,N,2003,11,6
5314,Amazing,Fire Emblem,/games/fire-emblem/gba-499430,Game Boy Advance,9.5,"Strategy, RPG",Y,2003,11,5
5315,Mediocre,Space Taxi Pinball,/games/space-taxi-pinball/cell-613280,Wireless,5.0,Pinball,N,2003,11,5
5316,Okay,BlowOut,/games/blowout/xbox-497311,Xbox,6.5,Shooter,N,2003,11,5
5317,Okay,BlowOut,/games/blowout/ps2-497257,PlayStation 2,6.5,Shooter,N,2003,11,5
5318,Great,Karaoke Revolution [2004],/games/karaoke-revolution-2004/ps2-566929,PlayStation 2,8.5,Music,Y,2003,11,5
5319,Amazing,Grand Theft Auto Double Pack: Grand Theft Auto III & Grand Theft Auto: Vice City,/games/grand-theft-auto-double-pack/xbox-16137,Xbox,9.4,"Action, Adventure",Y,2003,11,4
5320,Good,Warrior Kings: Battles,/games/warrior-kings-battles/pc-489799,PC,7.0,Strategy,N,2003,11,4
5321,Great,SOCOM II: U.S. Navy SEALs,/games/socom-ii-us-navy-seals/ps2-552397,PlayStation 2,8.8,Shooter,Y,2003,11,4
5322,Good,EyeToy: Play,/games/eyetoy-play/ps2-570957,PlayStation 2,7.0,Party,N,2003,11,4
5323,Good,RoadKill,/games/roadkill/gcn-550499,GameCube,7.7,Racing,N,2003,11,4
5324,Good,The Lord of the Rings: War of the Ring,/games/the-lord-of-the-rings-war-of-the-ring/pc-496389,PC,7.9,Strategy,N,2003,11,4
5325,Great,Spyro the Dragon: Attack of the Rhynocs,/games/spyro-the-dragon-attack-of-the-rhynocs/gba-546203,Game Boy Advance,8.0,Action,N,2003,11,11
5326,Amazing,Beyond Good & Evil,/games/beyond-good-and-evil/gcn-481963,GameCube,9.0,"Action, Adventure",Y,2003,11,11
5327,Great,Gothic II,/games/gothic-ii/pc-17430,PC,8.0,"Action, RPG",N,2003,11,11
5328,Okay,Cabela's Dangerous Hunts,/games/cabelas-dangerous-hunts/ps2-572331,PlayStation 2,6.8,Hunting,N,2003,11,11
5329,Great,Goblin Commander: Unleash the Horde,/games/goblin-commander-unleash-the-horde/xbox-536083,Xbox,8.0,Strategy,N,2003,11,11
5330,Great,I-Ninja,/games/i-ninja/ps2-566209,PlayStation 2,8.0,Action,N,2003,11,18
5331,Great,Manhunt,/games/manhunt/ps2-549938,PlayStation 2,8.5,Action,Y,2003,11,18
5332,Great,"Warhammer 40,000: Fire Warrior",/games/warhammer-40k-fire-warrior/ps2-496316,PlayStation 2,8.1,Shooter,N,2003,11,18
5333,Good,Battle Engine Aquila,/games/battle-engine-aquila/pc-609236,PC,7.2,Shooter,N,2003,11,18
5334,Okay,Batman: Rise of Sin Tzu,/games/batman-rise-of-sin-tzu/gcn-552402,GameCube,6.5,Action,N,2003,11,11
5335,Amazing,Beyond Good & Evil,/games/beyond-good-and-evil/pc-481959,PC,9.0,"Action, Adventure",Y,2003,11,11
5336,Amazing,Beyond Good & Evil,/games/beyond-good-and-evil/ps2-481958,PlayStation 2,9.0,"Action, Adventure",Y,2003,11,11
5337,Amazing,Beyond Good & Evil,/games/beyond-good-and-evil/xbox-482232,Xbox,9.0,"Action, Adventure",Y,2003,11,11
5338,Good,Double Dragon Advance,/games/double-dragon-advance/gba-566938,Game Boy Advance,7.0,Action,N,2003,11,11
5339,Amazing,Ratchet & Clank: Going Commando,/games/ratchet-and-clank-going-commando/ps2-550444,PlayStation 2,9.4,Platformer,Y,2003,11,11
5340,Awful,Bionicle: The Game,/games/bionicle-the-game/gcn-571792,GameCube,3.8,Action,N,2003,11,10
5341,Great,I-Ninja,/games/i-ninja/gcn-493811,GameCube,8.0,Action,N,2003,11,18
5342,Bad,Samurai Jack: Samurai Showdown,/games/samurai-jack-samurai-showdown/cell-615556,Wireless,4.5,Action,N,2003,11,18
5343,Great,Rayman Bowling,/games/rayman-bowling/cell-615564,Wireless,8.0,"Sports, Action",Y,2003,11,18
5344,Mediocre,Fairly OddParents: Breakin' Da Rules,/games/fairly-oddparents-breakin-da-rules/ps2-569030,PlayStation 2,5.0,Action,N,2003,11,18
5345,Great,Secret Weapons Over Normandy,/games/secret-weapons-over-normandy/ps2-551942,PlayStation 2,8.0,"Flight, Action",N,2003,11,18
5346,Good,Crash Nitro Kart,/games/crash-bandicoot-action-pack/gcn-499130,GameCube,7.4,"Racing, Action",N,2003,11,18
5347,Good,Crash Nitro Kart,/games/crash-bandicoot-action-pack/gba-572346,Game Boy Advance,7.8,"Racing, Action",N,2003,11,18
5348,Great,FIFA Soccer 2004,/games/fifa-2004/xbox-566353,Xbox,8.3,Sports,N,2003,11,10
5349,Good,Medal of Honor: Rising Sun,/games/medal-of-honor-rising-sun/gcn-535891,GameCube,7.5,Shooter,N,2003,11,10
5350,Great,Hunter: The Reckoning Redeemer,/games/hunter-the-reckoning-redeemer/xbox-499327,Xbox,8.2,Action,N,2003,11,10
5351,Awful,Bionicle: The Game,/games/bionicle-the-game/ps2-535943,PlayStation 2,3.8,"Action, Adventure",N,2003,11,10
5352,Good,Medal of Honor: Rising Sun,/games/medal-of-honor-rising-sun/xbox-535890,Xbox,7.5,Shooter,N,2003,11,10
5353,Good,Wakeboarding Unleashed Featuring Shaun Murray,/games/wakeboarding-unleashed-featuring-shaun-murray/gba-481921,Game Boy Advance,7.0,Sports,N,2003,11,10
5354,Amazing,Prince of Persia: The Sands of Time,/games/prince-of-persia-the-sands-of-time-game/xbox-535907,Xbox,9.6,"Action, Adventure",Y,2003,11,10
5355,Great,Medal of Honor: Rising Sun,/games/medal-of-honor-rising-sun/ps2-535885,PlayStation 2,8.0,Shooter,N,2003,11,10
5356,Great,Secret Weapons Over Normandy,/games/secret-weapons-over-normandy/pc-481052,PC,8.0,"Flight, Action",N,2003,11,18
5357,Good,XIII,/games/xiii/ps2-482747,PlayStation 2,7.7,Shooter,N,2003,11,17
5358,Great,XIII,/games/xiii/pc-479340,PC,8.0,Shooter,N,2003,11,17
5359,Amazing,Project Gotham Racing 2,/games/geometry-wars/xbox-482233,Xbox,9.5,Racing,Y,2003,11,17
5360,Good,Midway Arcade Treasures,/games/midway-arcade-treasures/xbox-569667,Xbox,7.0,Compilation,N,2003,11,17
5361,Good,The Black Mirror,/games/the-black-mirror/pc-571827,PC,7.2,Adventure,N,2003,11,17
5362,Good,Amplitude: P.O.D. Special Edition,/games/amplitude-p-o-d-special-edition/ps2-607873,PlayStation 2,7.0,"Music, Action",N,2003,11,10
5363,Great,The Lord of the Rings: The Return of the King,/games/the-lord-of-the-rings-the-return-of-the-king/gba-552312,Game Boy Advance,8.0,Action,N,2003,11,10
5364,Amazing,Prince of Persia: The Sands of Time,/games/prince-of-persia-the-sands-of-time-game/gcn-535913,GameCube,9.6,"Action, Adventure",Y,2003,11,10
5365,Okay,PlanetSide: Core Combat,/games/planetside/pc-573157,PC,6.5,Shooter,N,2003,11,10
5366,Good,Harry Potter: Quidditch World Cup,/games/harry-potter-quidditch-world-cup/pc-566349,PC,7.2,"Sports, Action",N,2003,11,7
5367,Mediocre,Go! Go! Hypergrind,/games/go-go-hypergrind-141829/gcn-567232,GameCube,5.1,Sports,N,2003,11,17
5368,Good,Midway Arcade Treasures,/games/midway-arcade-treasures/ps2-569664,PlayStation 2,7.0,Compilation,N,2003,11,17
5369,Amazing,Mario & Luigi: Superstar Saga,/games/mario-luigi-superstar-saga/gba-550433,Game Boy Advance,9.0,RPG,Y,2003,11,17
